"","X","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","Channel","F","Fm","PAR","Y.II.","ETR","Column","System","Block","Velocity","Salinity","Temperature","treatments","surf_area"
"1204",1578,1326208780,"2022-04-19T22:00:00Z","1899-12-31T21:06:12Z","FO",4206,"recovery",14,27,"C14",146,714,"-",0.796,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"1205",1579,1326214960,"2022-04-19T22:00:00Z","1899-12-31T21:06:18Z","FO",4207,"recovery",14,27,"C14",143,196,"-",0.27,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"1206",1581,1326228940,"2022-04-19T22:00:00Z","1899-12-31T21:06:32Z","FO",4209,"recovery",14,27,"C14",124,626,"-",0.802,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"1207",1582,1326240400,"2022-04-19T22:00:00Z","1899-12-31T21:06:44Z","FO",4210,"recovery_scraped",14,27,"C14",269,1167,"-",0.769,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"1208",1583,1326258980,"2022-04-19T22:00:00Z","1899-12-31T21:07:02Z","FO",4212,"recovery",14,27,"C16",241,727,"-",0.669,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"1209",1584,1326263820,"2022-04-19T22:00:00Z","1899-12-31T21:07:07Z","FO",4213,"recovery",14,27,"C16",430,1981,"-",0.783,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"1210",1585,1326272840,"2022-04-19T22:00:00Z","1899-12-31T21:07:16Z","FO",4214,"recovery",14,27,"C16",168,1001,"-",0.832,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"1211",1586,1326277050,"2022-04-19T22:00:00Z","1899-12-31T21:07:21Z","FO",4215,"recovery",14,27,"C16",268,1121,"-",0.761,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"1212",1587,1326286340,"2022-04-19T22:00:00Z","1899-12-31T21:07:30Z","FO",4216,"recovery_scraped",14,27,"C16",120,380,"-",0.684,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"1213",1588,1326304700,"2022-04-19T22:00:00Z","1899-12-31T21:07:48Z","FO",4218,"recovery",14,27,"C18",165,593,"-",0.722,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"1214",1589,1326310280,"2022-04-19T22:00:00Z","1899-12-31T21:07:54Z","FO",4219,"recovery",14,27,"C18",249,830,"-",0.7,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"1215",1590,1326320050,"2022-04-19T22:00:00Z","1899-12-31T21:08:04Z","FO",4220,"recovery",14,27,"C18",139,328,"-",0.576,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"1216",1591,1326325580,"2022-04-19T22:00:00Z","1899-12-31T21:08:09Z","FO",4221,"recovery",14,27,"C18",155,590,"-",0.737,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"1217",1592,1326335720,"2022-04-19T22:00:00Z","1899-12-31T21:08:19Z","FO",4222,"recovery_scraped",14,27,"C18",289,1344,"-",0.785,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"1218",1593,1326360600,"2022-04-19T22:00:00Z","1899-12-31T21:08:44Z","FO",4225,"recovery",14,27,"C19",293,1086,"-",0.73,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"1219",1594,1326366680,"2022-04-19T22:00:00Z","1899-12-31T21:08:50Z","FO",4226,"recovery",14,27,"C19",143,405,"-",0.647,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"1220",1595,1326374300,"2022-04-19T22:00:00Z","1899-12-31T21:08:58Z","FO",4227,"recovery",14,27,"C19",145,263,"-",0.449,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"1221",1596,1326380460,"2022-04-19T22:00:00Z","1899-12-31T21:09:04Z","FO",4228,"recovery",14,27,"C19",385,1190,"-",0.676,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"1222",1597,1326390880,"2022-04-19T22:00:00Z","1899-12-31T21:09:14Z","FO",4229,"recovery_scraped",14,27,"C19",194,682,"-",0.716,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"1223",1598,1326418120,"2022-04-19T22:00:00Z","1899-12-31T21:09:42Z","FO",4231,"recovery",14,27,"C20",350,1172,"-",0.701,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"1224",1599,1326424600,"2022-04-19T22:00:00Z","1899-12-31T21:09:48Z","FO",4232,"recovery",14,27,"C20",111,365,"-",0.696,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"1225",1600,1326432280,"2022-04-19T22:00:00Z","1899-12-31T21:09:56Z","FO",4233,"recovery",14,27,"C20",155,510,"-",0.696,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"1226",1601,1326439160,"2022-04-19T22:00:00Z","1899-12-31T21:10:03Z","FO",4234,"recovery",14,27,"C20",305,742,"-",0.589,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"1227",1602,1326457220,"2022-04-19T22:00:00Z","1899-12-31T21:10:21Z","FO",4235,"recovery_scraped",14,27,"C20",463,1289,"-",0.641,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"1228",1603,1326495340,"2022-04-19T22:00:00Z","1899-12-31T21:10:59Z","FO",4237,"recovery",14,27,"C22",148,543,"-",0.727,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"1229",1604,1326508380,"2022-04-19T22:00:00Z","1899-12-31T21:11:12Z","FO",4238,"recovery",14,27,"C22",144,460,"-",0.687,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"1230",1605,1326514340,"2022-04-19T22:00:00Z","1899-12-31T21:11:18Z","FO",4239,"recovery",14,27,"C22",103,408,"-",0.748,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"1231",1606,1326519060,"2022-04-19T22:00:00Z","1899-12-31T21:11:23Z","FO",4240,"recovery",14,27,"C22",190,1020,"-",0.814,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"1232",1607,1326529980,"2022-04-19T22:00:00Z","1899-12-31T21:11:33Z","FO",4241,"recovery_scraped",14,27,"C22",270,753,"-",0.641,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"1233",1608,1326547940,"2022-04-19T22:00:00Z","1899-12-31T21:11:51Z","FO",4243,"recovery",14,27,"C27",123,1189,"-",0.897,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"1234",1609,1326556360,"2022-04-19T22:00:00Z","1899-12-31T21:12:00Z","FO",4244,"recovery",14,27,"C27",147,588,"-",0.75,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"1235",1611,1326571460,"2022-04-19T22:00:00Z","1899-12-31T21:12:15Z","FO",4246,"recovery",14,27,"C27",327,1097,"-",0.702,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"1236",1612,1326580620,"2022-04-19T22:00:00Z","1899-12-31T21:12:24Z","FO",4247,"recovery_scraped",14,27,"C27",163,612,"-",0.734,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"1237",1613,1326609120,"2022-04-19T22:00:00Z","1899-12-31T21:12:53Z","FO",4248,"recovery",14,27,"C29",371,574,"-",0.354,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"1238",1615,1326623050,"2022-04-19T22:00:00Z","1899-12-31T21:13:07Z","FO",4250,"recovery",14,27,"C29",167,1326,"-",0.874,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"1239",1616,1326628720,"2022-04-19T22:00:00Z","1899-12-31T21:13:12Z","FO",4251,"recovery",14,27,"C29",107,230,"-",0.535,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"1240",1617,1326637580,"2022-04-19T22:00:00Z","1899-12-31T21:13:21Z","FO",4252,"recovery_scraped",14,27,"C29",137,721,"-",0.81,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"1241",1618,1326656460,"2022-04-19T22:00:00Z","1899-12-31T21:13:40Z","FO",4254,"recovery",14,27,"C31",232,1331,"-",0.826,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"1242",1620,1326670980,"2022-04-19T22:00:00Z","1899-12-31T21:13:54Z","FO",4256,"recovery",14,27,"C31",153,1011,"-",0.849,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"1243",1621,1326675080,"2022-04-19T22:00:00Z","1899-12-31T21:13:59Z","FO",4257,"recovery",14,27,"C31",168,607,"-",0.723,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"1244",1622,1326684760,"2022-04-19T22:00:00Z","1899-12-31T21:14:08Z","FO",4258,"recovery_scraped",14,27,"C31",317,1489,"-",0.787,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"1245",1623,1326700820,"2022-04-19T22:00:00Z","1899-12-31T21:14:24Z","FO",4260,"recovery",14,27,"C32",407,1754,"-",0.768,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"1246",1624,1326706680,"2022-04-19T22:00:00Z","1899-12-31T21:14:30Z","FO",4261,"recovery",14,27,"C32",128,549,"-",0.767,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"1247",1625,1326712050,"2022-04-19T22:00:00Z","1899-12-31T21:14:36Z","FO",4262,"recovery",14,27,"C32",124,423,"-",0.707,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"1248",1626,1326719860,"2022-04-19T22:00:00Z","1899-12-31T21:14:43Z","FO",4263,"recovery",14,27,"C32",149,682,"-",0.782,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"1249",1627,1326729640,"2022-04-19T22:00:00Z","1899-12-31T21:14:53Z","FO",4264,"recovery_scraped",14,27,"C32",189,833,"-",0.773,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"1250",1628,1326746940,"2022-04-19T22:00:00Z","1899-12-31T21:15:10Z","FO",4266,"recovery",14,27,"C34",147,998,"-",0.853,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"1251",1629,1326751550,"2022-04-19T22:00:00Z","1899-12-31T21:15:15Z","FO",4267,"recovery",14,27,"C34",131,343,"-",0.618,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"1252",1630,1326759060,"2022-04-19T22:00:00Z","1899-12-31T21:15:23Z","FO",4268,"recovery",14,27,"C34",174,897,"-",0.806,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"1253",1631,1326765550,"2022-04-19T22:00:00Z","1899-12-31T21:15:29Z","FO",4269,"recovery",14,27,"C34",195,612,"-",0.681,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"1254",1632,1326778640,"2022-04-19T22:00:00Z","1899-12-31T21:15:42Z","FO",4270,"recovery_scraped",14,27,"C34",340,1264,"-",0.731,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"1255",1633,1326800580,"2022-04-19T22:00:00Z","1899-12-31T21:16:04Z","FO",4272,"recovery",14,27,"C36",286,914,"-",0.687,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1256",1634,1326805680,"2022-04-19T22:00:00Z","1899-12-31T21:16:09Z","FO",4273,"recovery",14,27,"C36",339,1480,"-",0.771,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1257",1635,1326815160,"2022-04-19T22:00:00Z","1899-12-31T21:16:19Z","FO",4274,"recovery",14,27,"C36",175,734,"-",0.762,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1258",1636,1326821880,"2022-04-19T22:00:00Z","1899-12-31T21:16:25Z","FO",4275,"recovery",14,27,"C36",313,1270,"-",0.754,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1259",1637,1326831880,"2022-04-19T22:00:00Z","1899-12-31T21:16:35Z","FO",4276,"recovery_scraped",14,27,"C36",442,1893,"-",0.767,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1260",1638,1326850420,"2022-04-19T22:00:00Z","1899-12-31T21:16:54Z","FO",4278,"recovery",14,27,"C37",271,995,"-",0.728,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1261",1639,1326861420,"2022-04-19T22:00:00Z","1899-12-31T21:17:05Z","FO",4279,"recovery",14,27,"C37",234,967,"-",0.758,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1262",1640,1326867550,"2022-04-19T22:00:00Z","1899-12-31T21:17:11Z","FO",4280,"recovery",14,27,"C37",377,1244,"-",0.697,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1263",1641,1326873120,"2022-04-19T22:00:00Z","1899-12-31T21:17:17Z","FO",4281,"recovery",14,27,"C37",335,662,"-",0.494,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1264",1642,1326885000,"2022-04-19T22:00:00Z","1899-12-31T21:17:29Z","FO",4282,"recovery_scraped",14,27,"C37",111,295,"-",0.624,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1265",1643,1326902220,"2022-04-19T22:00:00Z","1899-12-31T21:17:46Z","FO",4284,"recovery",14,27,"C41",256,1137,"-",0.775,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1266",1644,1326908920,"2022-04-19T22:00:00Z","1899-12-31T21:17:52Z","FO",4285,"recovery",14,27,"C41",335,335,"-",0,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1267",1645,1326913320,"2022-04-19T22:00:00Z","1899-12-31T21:17:57Z","FO",4286,"recovery",14,27,"C41",213,979,"-",0.782,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1268",1646,1326920860,"2022-04-19T22:00:00Z","1899-12-31T21:18:04Z","FO",4287,"recovery",14,27,"C41",219,659,"-",0.668,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1269",1647,1326925140,"2022-04-19T22:00:00Z","1899-12-31T21:18:09Z","FO",4288,"recovery_scraped",14,27,"C41",227,885,"-",0.744,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1270",1648,1326937980,"2022-04-19T22:00:00Z","1899-12-31T21:18:21Z","FO",4289,"recovery_scraped",14,27,"C41",148,571,"-",0.741,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1271",1649,1326954440,"2022-04-19T22:00:00Z","1899-12-31T21:18:38Z","FO",4292,"recovery",14,27,"C42",155,484,"-",0.68,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"1272",1650,1326960880,"2022-04-19T22:00:00Z","1899-12-31T21:18:44Z","FO",4293,"recovery",14,27,"C42",172,353,"-",0.513,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"1273",1651,1326968580,"2022-04-19T22:00:00Z","1899-12-31T21:18:52Z","FO",4294,"recovery",14,27,"C42",240,919,"-",0.739,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"1274",1652,1326974420,"2022-04-19T22:00:00Z","1899-12-31T21:18:58Z","FO",4295,"recovery",14,27,"C42",194,764,"-",0.746,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"1275",1653,1326990100,"2022-04-19T22:00:00Z","1899-12-31T21:19:14Z","FO",4296,"recovery_scraped",14,27,"C42",286,990,"-",0.711,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"1276",1654,1327009380,"2022-04-19T22:00:00Z","1899-12-31T21:19:33Z","FO",4298,"recovery",14,27,"C44",211,1102,"-",0.809,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"1277",1655,1327015320,"2022-04-19T22:00:00Z","1899-12-31T21:19:39Z","FO",4299,"recovery",14,27,"C44",120,395,"-",0.696,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"1278",1656,1327023220,"2022-04-19T22:00:00Z","1899-12-31T21:19:47Z","FO",4300,"recovery",14,27,"C44",154,541,"-",0.715,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"1279",1657,1327029580,"2022-04-19T22:00:00Z","1899-12-31T21:19:53Z","FO",4301,"recovery",14,27,"C44",239,526,"-",0.546,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"1280",1658,1327039400,"2022-04-19T22:00:00Z","1899-12-31T21:20:03Z","FO",4302,"recovery_scraped",14,27,"C44",275,1013,"-",0.729,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"1281",1659,1327054420,"2022-04-19T22:00:00Z","1899-12-31T21:20:18Z","FO",4304,"recovery",14,27,"C45",122,683,"-",0.821,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"1282",1660,1327059460,"2022-04-19T22:00:00Z","1899-12-31T21:20:23Z","FO",4305,"recovery",14,27,"C45",209,555,"-",0.623,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"1283",1661,1327067740,"2022-04-19T22:00:00Z","1899-12-31T21:20:31Z","FO",4306,"recovery",14,27,"C45",116,440,"-",0.736,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"1284",1662,1327073200,"2022-04-19T22:00:00Z","1899-12-31T21:20:37Z","FO",4307,"recovery",14,27,"C45",249,473,"-",0.474,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"1285",1663,1327085180,"2022-04-19T22:00:00Z","1899-12-31T21:20:49Z","FO",4308,"recovery_scraped",14,27,"C45",185,702,"-",0.736,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"1286",1664,1327100600,"2022-04-19T22:00:00Z","1899-12-31T21:21:04Z","FO",4310,"recovery",14,27,"C46",181,695,"-",0.74,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"1287",1665,1327107300,"2022-04-19T22:00:00Z","1899-12-31T21:21:11Z","FO",4311,"recovery",14,27,"C46",176,535,"-",0.671,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"1288",1666,1327115120,"2022-04-19T22:00:00Z","1899-12-31T21:21:19Z","FO",4312,"recovery",14,27,"C46",138,421,"-",0.672,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"1289",1667,1327121050,"2022-04-19T22:00:00Z","1899-12-31T21:21:25Z","FO",4313,"recovery",14,27,"C46",307,1282,"-",0.761,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"1290",1668,1327132100,"2022-04-19T22:00:00Z","1899-12-31T21:21:36Z","FO",4314,"recovery_scraped",14,27,"C46",160,1058,"-",0.849,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"1291",1669,1327156720,"2022-04-19T22:00:00Z","1899-12-31T21:22:00Z","FO",4317,"recovery",14,27,"C52",101,389,"-",0.74,"-",57,"IMP","B4","normal","background","increased","NBI",15.2
"1292",1670,1327162600,"2022-04-19T22:00:00Z","1899-12-31T21:22:06Z","FO",4318,"recovery",14,27,"C52",150,465,"-",0.677,"-",57,"IMP","B4","normal","background","increased","NBI",15.2
"1293",1673,1327185140,"2022-04-19T22:00:00Z","1899-12-31T21:22:29Z","FO",4321,"recovery_scraped",14,27,"C52",193,511,"-",0.622,"-",57,"IMP","B4","normal","background","increased","NBI",15.2
"1294",1675,1327208080,"2022-04-19T22:00:00Z","1899-12-31T21:22:52Z","FO",4324,"recovery",14,27,"C53",152,418,"-",0.636,"-",58,"IMP","B4","normal","salt","increased","NSI",16.4
"1295",1676,1327216920,"2022-04-19T22:00:00Z","1899-12-31T21:23:00Z","FO",4325,"recovery",14,27,"C53",193,656,"-",0.706,"-",58,"IMP","B4","normal","salt","increased","NSI",16.4
"1296",1677,1327222800,"2022-04-19T22:00:00Z","1899-12-31T21:23:06Z","FO",4326,"recovery",14,27,"C53",158,673,"-",0.765,"-",58,"IMP","B4","normal","salt","increased","NSI",16.4
"1297",1678,1327231740,"2022-04-19T22:00:00Z","1899-12-31T21:23:15Z","FO",4327,"recovery_scraped",14,27,"C53",305,897,"-",0.66,"-",58,"IMP","B4","normal","salt","increased","NSI",16.4
"1298",1679,1327247620,"2022-04-19T22:00:00Z","1899-12-31T21:23:31Z","FO",4329,"recovery",14,27,"C54",194,772,"-",0.749,"-",59,"IMP","B4","normal","background","increased","NBI",16
"1299",1680,1327253240,"2022-04-19T22:00:00Z","1899-12-31T21:23:37Z","FO",4330,"recovery",14,27,"C54",306,1120,"-",0.727,"-",59,"IMP","B4","normal","background","increased","NBI",16
"1300",1681,1327261120,"2022-04-19T22:00:00Z","1899-12-31T21:23:45Z","FO",4331,"recovery",14,27,"C54",212,565,"-",0.625,"-",59,"IMP","B4","normal","background","increased","NBI",16
"1301",1682,1327267420,"2022-04-19T22:00:00Z","1899-12-31T21:23:51Z","FO",4332,"recovery",14,27,"C54",405,1121,"-",0.639,"-",59,"IMP","B4","normal","background","increased","NBI",16
"1302",1683,1327280360,"2022-04-19T22:00:00Z","1899-12-31T21:24:04Z","FO",4333,"recovery_scraped",14,27,"C54",188,683,"-",0.725,"-",59,"IMP","B4","normal","background","increased","NBI",16
"1303",1685,1327317780,"2022-04-19T22:00:00Z","1899-12-31T21:24:41Z","FO",4336,"recovery",14,27,"C55",164,620,"-",0.735,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"1304",1686,1327324050,"2022-04-19T22:00:00Z","1899-12-31T21:24:48Z","FO",4337,"recovery",14,27,"C55",122,406,"-",0.7,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"1305",1688,1327337600,"2022-04-19T22:00:00Z","1899-12-31T21:25:01Z","FO",4339,"recovery",14,27,"C55",113,640,"-",0.823,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"1306",1689,1327346340,"2022-04-19T22:00:00Z","1899-12-31T21:25:10Z","FO",4340,"recovery_scraped",14,27,"C55",292,1033,"-",0.717,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"1307",1690,1327365380,"2022-04-19T22:00:00Z","1899-12-31T21:25:29Z","FO",4342,"recovery",14,27,"C57",258,750,"-",0.656,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"1308",1691,1327370560,"2022-04-19T22:00:00Z","1899-12-31T21:25:34Z","FO",4343,"recovery",14,27,"C57",181,479,"-",0.622,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"1309",1693,1327384660,"2022-04-19T22:00:00Z","1899-12-31T21:25:48Z","FO",4345,"recovery",14,27,"C57",194,543,"-",0.643,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"1310",1694,1327394780,"2022-04-19T22:00:00Z","1899-12-31T21:25:58Z","FO",4346,"recovery_scraped",14,27,"C57",388,616,"-",0.37,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"1311",1695,1327412900,"2022-04-19T22:00:00Z","1899-12-31T21:26:16Z","FO",4348,"recovery",14,27,"C58",221,939,"-",0.765,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"1312",1696,1327418800,"2022-04-19T22:00:00Z","1899-12-31T21:26:22Z","FO",4349,"recovery",14,27,"C58",133,471,"-",0.718,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"1313",1697,1327426060,"2022-04-19T22:00:00Z","1899-12-31T21:26:30Z","FO",4350,"recovery",14,27,"C58",161,605,"-",0.734,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"1314",1698,1327433740,"2022-04-19T22:00:00Z","1899-12-31T21:26:37Z","FO",4351,"recovery",14,27,"C58",134,495,"-",0.729,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"1315",1699,1327443100,"2022-04-19T22:00:00Z","1899-12-31T21:26:47Z","FO",4352,"recovery_scraped",14,27,"C58",255,879,"-",0.71,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"1316",1700,1327460460,"2022-04-19T22:00:00Z","1899-12-31T21:27:04Z","FO",4354,"recovery",14,27,"C60",351,1471,"-",0.761,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"1317",1701,1327468600,"2022-04-19T22:00:00Z","1899-12-31T21:27:12Z","FO",4355,"recovery",14,27,"C60",142,481,"-",0.705,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"1318",1702,1327476360,"2022-04-19T22:00:00Z","1899-12-31T21:27:20Z","FO",4356,"recovery",14,27,"C60",171,513,"-",0.667,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"1319",1703,1327482550,"2022-04-19T22:00:00Z","1899-12-31T21:27:26Z","FO",4357,"recovery",14,27,"C60",210,1033,"-",0.797,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"1320",1704,1327496420,"2022-04-19T22:00:00Z","1899-12-31T21:27:40Z","FO",4358,"recovery_scraped",14,27,"C60",152,409,"-",0.628,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"1321",1705,1327515300,"2022-04-19T22:00:00Z","1899-12-31T21:27:59Z","FO",4360,"recovery",14,27,"C64",301,1046,"-",0.712,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"1322",1706,1327520740,"2022-04-19T22:00:00Z","1899-12-31T21:28:04Z","FO",4361,"recovery",14,27,"C64",195,424,"-",0.54,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"1323",1707,1327529840,"2022-04-19T22:00:00Z","1899-12-31T21:28:13Z","FO",4362,"recovery",14,27,"C64",221,848,"-",0.739,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"1324",1708,1327535980,"2022-04-19T22:00:00Z","1899-12-31T21:28:19Z","FO",4363,"recovery",14,27,"C64",163,941,"-",0.827,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"1325",1709,1327549420,"2022-04-19T22:00:00Z","1899-12-31T21:28:33Z","FO",4364,"recovery_scraped",14,27,"C64",318,1238,"-",0.743,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"1326",1065,293682300,"2022-04-07T22:00:00Z","1899-12-31T22:17:26Z","FO",3062,"recovery_scraped",2,15,"C02",63,199,"-",0.683,"-",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"1327",1075,293806880,"2022-04-07T22:00:00Z","1899-12-31T22:19:30Z","FO",3074,"recovery_scraped",2,15,"C04",30,75,"-",0.6,"-",36,"IMP","B1","normal","background","increased","NBI",17.1
"1328",1080,293863500,"2022-04-07T22:00:00Z","1899-12-31T22:20:27Z","FO",3080,"recovery_scraped",2,15,"C09",28,75,"-",0.627,"-",37,"IMP","B1","normal","background","increased","NBI",16
"1329",1090,293970920,"2022-04-07T22:00:00Z","1899-12-31T22:22:14Z","FO",3092,"recovery_scraped",2,15,"C14",61,240,"-",0.746,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"1330",1091,293980820,"2022-04-07T22:00:00Z","1899-12-31T22:22:24Z","FO",3093,"recovery_scraped",2,15,"C14",23,54,"-",0.574,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"1331",1101,294173160,"2022-04-07T22:00:00Z","1899-12-31T22:25:37Z","FO",3107,"recovery_scraped",2,15,"C18",66,170,"-",0.612,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"1332",1106,294226180,"2022-04-07T22:00:00Z","1899-12-31T22:26:30Z","FO",3113,"recovery_scraped",2,15,"C19",151,460,"-",0.672,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"1333",1107,294250460,"2022-04-07T22:00:00Z","1899-12-31T22:26:54Z","FO",3114,"recovery_scraped",2,15,"C19",62,254,"-",0.756,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"1334",1112,294306680,"2022-04-07T22:00:00Z","1899-12-31T22:27:50Z","FO",3120,"recovery_scraped",2,15,"C20",75,94,"-",0.202,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"1335",1117,294362240,"2022-04-07T22:00:00Z","1899-12-31T22:28:46Z","FO",3126,"recovery_scraped",2,15,"C22",22,53,"-",0.585,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"1336",1127,294482780,"2022-04-07T22:00:00Z","1899-12-31T22:30:46Z","FO",3138,"recovery_scraped",2,15,"C29",46,83,"-",0.446,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"1337",1132,294538080,"2022-04-07T22:00:00Z","1899-12-31T22:31:42Z","FO",3144,"recovery_scraped",2,15,"C31",22,53,"-",0.585,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
